Username,Name,Description,Avg Betweenness,Avg In Degree,Avg Page Rank,Num Days With Top N Betweenness,Num Days With Top N In Degree,Num Days With Top N Page Rank
ronald_vanloon,Ronald van Loon at #MWC22. DM to meet with me!,Helping data driven companies generating value•Top10Influencer #AI #BigData #DataScience #IoT #MachineLearning #Analytics #Cloud #5G,1296988.3727255,89.666666667,12.835603417,18,24,19
enilev,Eveline Ruehlin,"Environment #Energy #SDGs #renewables #AI, #AR, #ML,#Blockchain #web3 #Metaverse #fashiontech #digitaltransformation, #5G #cyber advocate. Tweets are my own.",408663.139165071,46.785714286,4.979767857,14,28,19
curieuxexplorer,Dev Khanna,Digital Storyteller l Reimagining #brand #communication l #Technology Enthusiast l Inquisitive soul l #Metaverse #AR #VR #XR #SDGs #AI #ML l Founder __SAGA,398044.573837933,58.966666667,5.953729867,17,30,21
uploadvr,UploadVR,Bringing you the latest in VR and AR news. Got a tip? Send us an email: tips .com,699011.6829325,31.678571429,8.418414643,23,27,23
nicochan33,Nicolas Babin #AmazonPartner,"Key Opinion Leader #KOL, author, consultant & speaker on #AI, #5G, #digital #digitaltransformation, #ehealth, #gamification #sustainability RT # endorsement",1112839.83989329,64.032258065,6.096025419,18,31,25
skarredghost,TonyVT SkarredGhost,"#AR #VR developer, consultant, blogger. I love #gamedev, #China, and the Zergs' #QueenOfBlades. Most of the time I've no idea what I'm doing.",884323.146681231,21.423076923,6.2107755,26,17,16
plutoniansgame,PLUTONIANS – The REAL Metaverse Space Game,The ultimate in tokenised planetary reconnaissance VR Metaverse game coming SOON™ to #Solana Play the tech demo: |,556516.597067,58,7.82049415,14,19,18
granny_vr,VR -Granny 💙🎠,"she/her 23y.o Speak: 🇭🇺🇸🇰 +English Understand:🇨🇿,little bit 🇵🇱 Trying my best to be kind to everyone💗 tweeting mainly about MOMOLAND 🎡 and LUCY 🐕",18923.657142857,6.642857143,6.729677857,0,1,14
sidequestvr,SideQuest 🎊 🎉,"Official twitter for SideQuest, the Early Access of virtual reality. Run with love by and .",785794.326754111,22.037037037,5.559692185,24,24,20
zahi_05,Z,Forgive. Forget and smile.,11326.653318231,22.076923077,9.538561231,0,10,13
sketchfab,Sketchfab,Sketchfab is the largest platform to publish and find 3D models online. Visit us at #Sketchfab,856873.500404871,24,6.700427742,26,29,28
htcvive,HTC VIVE,Be a part of the next step in premium VR. Customer service _Care,658033.020878615,22.807692308,5.169556538,24,22,15
metakongsociety,Meta Kong Society,🦍 2.222 Unique 3D Art Pieces The next-generation NFT Collection where your token doubles as a membership to an exclusive network. MINT IS LIVE 👇🏼🎉,165.375,13.75,6.620700688,0,7,16
bts_twt,방탄소년단,Hi ! We are BTS !,412805.7549194,45.433333333,10.856750467,10,30,29
vr_oasis,Mike - VRO,"Hi, I'm Mike! #VR Evangelist / Host of #FReality Podcast / #VirtualReality YouTube content creator []-) contact .com",747604.480014909,30.545454545,9.093098045,19,20,19
frronconi,Franco Ronconi 🇮🇹,"Husband, Dad of 2, Business Operations Manager in fast-paced, #Technology driven industries. #AI #Robotics #FutureOfWork #Leadership #Mobility #HealthTech #SDGs",631060.395669903,73.516129032,6.458749387,21,31,25
anupsbhandari,Anup Bhandari,Writer/Director/Music Director/Lyricist/Playback Singer - RangiTaranga Rajaratha(m) Vikrant Rona,584802.791846435,117.695652174,13.398931435,8,23,21
midori_vr,Midori_VR PNG Vtuber Racing Maniac Neko GODDAMMIT!,"- PNG Midori by - 3D Midori by _Yagyu - AUTISM - 29 yrs old, Pansexual - Affiliate streamer - Unique Personality🔞 - Love Cars and Racing",923495.617920138,10.241379310,10.652273931,22,9,29
meta,Meta,Meta is helping build a future where people have more ways to play and connect in the metaverse. Welcome to the next chapter of social connection.,1262814.28252371,42.774193548,8.420693806,28,28,20
vr_vzlalibre15,VR_VzlaLibre,"Resistencia!!! #MNSF #SoldadosDeFranelas . . Twitter me suspendió mi cuenta _VzlaLibre, así que ahora tengo esta",845913.14356215,1.4,9.275012,10,0,20
vr_artech,VR & AR Technology,"Tell us everything about #Digital, #VR and #AR",377600.589615444,0.777777778,5.798217222,20,0,26
playstation,PlayStation,"Official Twitter updates on PlayStation, PS5, PS4, PS VR, PlayStation Plus and more. Support:",719140.144232478,48.608695652,13.315721522,21,17,13
sadlyitsbradley,Brad Lynch,"XR Hardware Analyst/VR Level Designer. 99,000 Subs on Youtube WCG 2019 VR World Champion BUSINESS: BRADLLEZ .COM",1529198.2423411,30.619047619,10.539785286,19,16,18
charliefink,Charlie Fink,"#Metaverse Consultant, Forbes Tech Columnist, Author ""Remote Collaboration"" (2020), ""Convergence"" (2019) & ""Metaverse"" (2018). Adjunct Faculty, Chapman U",568691.24473364,18.32,5.96749172,23,18,19
rkvl_vr,laney⁷,she/her; the welcome generation,736806.101960677,1.709677419,13.860760419,15,0,31
vr_aiswarya,min gloss,OT7 🎹🌟,293479.440520933,0.866666667,13.3263935,7,0,30
dadddy_vr,Daddy_VR,"20 🇵🇭 Devil’s Advocate, Simmer and a Sinner",199492.065741286,0.642857143,9.849566643,4,0,14
vrgamersbot,VRGamers,I share interesting #VrGaming related content to bring #VrGamers together! Banner & Icon by,1072831.90976323,1.096774194,10.251559839,30,0,30
valu_vr_03,ValuVR/OPEN COMMISSIONS,"When friends introduce me to someone they say ''she likes Undertale'', so i guess that explains it || She/Her || ENG/ESP ||",402530.024301483,9.172413793,9.674008448,11,3,29
kalai_vr_46,Kalai_Thalapathy_Veriyan,Àálà Pøráñtháváñdá Adáñgá Thámizháñ!!!,1991557.06861383,0.125,18.022928625,13,0,24
charny_vr,cha' | D-417 ᵏʰᵃᵏᶦᶦ,Miso fan acc' — Milena's lover ~~,1897.473684211,4.052631579,7.128699105,0,0,19
flipkartsupport,FlipkartSupport,Welcome to the official Flipkart support page. We're here to provide 24*7 Twitter support for all your Flipkart related queries. Ask away!,726.857142857,0.285714286,12.511387762,0,0,21
vaniada_vr,Vania R 🇵🇪🇺🇸| CAOW STAKEPOOL 🚗,Goeglins CNFTs supporting SPOs. Minting at: Discord: “Cardano On Tip” Sat 17:00 UTC STAKEPOOL TICKER: CAOW #ADAO,226204.157239294,8.176470588,6.855923412,6,4,15
vr_mama,Mama Mercy,Your friendly mute Support Main! I do the twitch and the VTubing! I do the roleplay on WoW (WrA/MG) among other MMOs. Some shooters on the side too!,443379.239537,11.166666667,9.648123875,15,6,24
decentraland,Decentraland,"Explore an incredible virtual social world, created and owned by its users. Start exploring at",1848303.68959986,29.896551724,11.733979276,21,27,28
pawlowskimario,Mario Pawlowski #StandWithUkraine🇺🇦🇺🇸🇵🇱🇪🇺,CEO _ | CVO |#Influencer at | #avataverse | #metaverse | #Web3 | #AI | #NFTs | #XR | #VR | #AR | #SupplyChain | #Drones |#Chef,258240.9518163,61.333333333,5.4180378,11,30,18
lewdlily_vr,LewdLily💙🐾Adult Dog VTuber,Your Local Dog Girl💙#VTuber/#Lewdtuber/#Streamer🐾Virtual GF💙Certified Dumb Dog🐾Gaming Waifu💙Rated M🐾LVL 21 💙,414623.722559857,21.642857143,8.728025571,20,20,27
vr_sam,Sam W [)-),"Immersive Partnerships Director making Serious Fun™️ for L&D, simulation, training & games #𝑥R (#VR/#AR/#MR) BUY",669388.17628265,11.8,6.63188785,19,4,14
vr_tonio,the tonio,Cyber Savant in a Binary World,409945.467969143,7.357142857,12.04553575,15,5,28
vrkingxyz,VRKING- VR NEWS,Virtual Reality Station RT VR/XR/AR/Metaverse/Crypto/NFT/Meta & Gen X/Y/Z DN News.,700219.3178196,2.65,5.1713361,18,0,14
vr_xannen,Xan_NFT,Crypto & NFT Enthusiast // Gaming PC Enthusiast // Glitch #1513 // DnB is LIFE,54927.772727273,1.818181818,7.330022818,3,0,22
ufiventures,Ufi Ventures,"We're the UK’s specialist #VocTech investor, investing in early-stage companies developing #tech #edtech giving adults the #skills needed for the #futureofwork.",99153.532242,1.428571429,5.675117929,2,0,14
gazzlers,GAZZLERS,GAZZLERS is a wacky cartoon-inspired roguelite shooter for VR. Coming on Oculus & Steam this year! Business inquiries: talk -studios.com,731199.43313135,39.25,14.17326425,16,18,20
northernassist,Northern 🚆,"We're playing a vital role in the north of England by keeping people moving by train. We're here to help from 6am to 10pm, 7 days a week.",1179.952380952,1.428571429,15.078647429,0,0,21
dreamnerdygames,Dream Nerdy,Currently developing Off The Chains Disc Golf for Meta Quest and PCVR - Facebook:,579754.1047484,44,16.778768867,11,15,15
arealhumanname1,A_Real_Human_Named_Ash,Learning how to be human by watching movies about androids pretending to be human. Follow me to get free #unity3D assets and hear about #UnityAssetStore deals,592042.28122792,1.2,4.80724756,25,0,14
nell_vr,Nell,"geen bier, doei",233713.351134059,0.117647059,11.027913,7,0,17
victoriavrcom,Victoria VR,"MMORPG in Virtual Reality. With Realistic graphics, built on Unreal Engine and blockchain. Trade NFTs in The Big Market VR. Follow & join us on TG!",2607774.64815295,75.136363636,23.390142136,20,20,20
actorvijay,Vijay,The Official Page of Thalapathy Vijay || Maintained by Office of Actor Vijay,426976.74370375,41.6,7.90816815,5,20,15
izanne_vr,No Cuts. No Buts. No Coconuts,Established in 1985. Married since 2016,642,16.647058824,9.016798176,0,9,16
vr_the_devil,RONA,.,1068407.5684748,3.666666667,15.6101556,9,0,15
